Team_1,Team_2,Team_1_Performance,Team_2_Performance,Team_1_Win_Prob,Team_2_Win_Prob,Favorite,Favorite_Prob
Bilibili Gaming,Gen.G eSports,0.6821171617910393,0.7408074849252496,0.42882391865596964,0.5711760813440303,Gen.G eSports,0.5711760813440303
Bilibili Gaming,G2 Esports,0.6821171617910393,0.6752845992844746,0.5078327169207035,0.49216728307929647,Bilibili Gaming,0.5078327169207035
Bilibili Gaming,FlyQuest,0.6821171617910393,0.7846050182449538,0.37070619849732156,0.6292938015026784,FlyQuest,0.6292938015026784
Bilibili Gaming,CTBC Flying Oyster,0.6821171617910393,0.7010161738724398,0.47785875767794556,0.5221412423220544,CTBC Flying Oyster,0.5221412423220544
Bilibili Gaming,Anyone s Legend,0.6821171617910393,0.6506530540613797,0.5353428444754561,0.4646571555245439,Bilibili Gaming,0.5353428444754561
Bilibili Gaming,Hanwha Life eSports,0.6821171617910393,0.6627921695589496,0.5219250633885102,0.4780749366114898,Bilibili Gaming,0.5219250633885102
Bilibili Gaming,Movistar KOI,0.6821171617910393,0.6217585659831414,0.5662333115714373,0.4337666884285627,Bilibili Gaming,0.5662333115714373
Bilibili Gaming,Vivo Keyd Stars,0.6821171617910393,0.6817133226506247,0.500465452191195,0.499534547808805,Bilibili Gaming,0.500465452191195
Bilibili Gaming,Team Secret Whales,0.6821171617910393,0.6611429215988842,0.5237638168084832,0.47623618319151684,Bilibili Gaming,0.5237638168084832
Bilibili Gaming,Top Esports,0.6821171617910393,0.6972566626596235,0.4823199606800074,0.5176800393199926,Top Esports,0.5176800393199926
Bilibili Gaming,Invictus Gaming,0.6821171617910393,0.5894720393631863,0.5991045143946141,0.4008954856053859,Bilibili Gaming,0.5991045143946141
Bilibili Gaming,KT Rolster,0.6821171617910393,0.5247257981613213,0.6602782911999727,0.3397217088000273,Bilibili Gaming,0.6602782911999727
Bilibili Gaming,Fnatic,0.6821171617910393,0.5846457020075666,0.6038766763987212,0.3961233236012788,Bilibili Gaming,0.6038766763987212
Bilibili Gaming,100 Thieves,0.6821171617910393,0.6747715027358258,0.508417314117079,0.491582685882921,Bilibili Gaming,0.508417314117079
Bilibili Gaming,PSG Talon,0.6821171617910393,0.6295472961641422,0.5580479136174346,0.44195208638256545,Bilibili Gaming,0.5580479136174346
Bilibili Gaming,T1,0.6821171617910393,0.6645660974181795,0.5199417001630877,0.4800582998369123,Bilibili Gaming,0.5199417001630877
Gen.G eSports,G2 Esports,0.7408074849252496,0.6752845992844746,0.5788330000135494,0.4211669999864506,Gen.G eSports,0.5788330000135494
Gen.G eSports,FlyQuest,0.7408074849252496,0.7846050182449538,0.4396611773362233,0.5603388226637767,FlyQuest,0.5603388226637767
Gen.G eSports,CTBC Flying Oyster,0.7408074849252496,0.7010161738724398,0.5493459011470728,0.4506540988529272,Gen.G eSports,0.5493459011470728
Gen.G eSports,Anyone s Legend,0.7408074849252496,0.6506530540613797,0.6054577821236257,0.39454221787637433,Gen.G eSports,0.6054577821236257
Gen.G eSports,Hanwha Life eSports,0.7408074849252496,0.6627921695589496,0.5925235975973245,0.40747640240267546,Gen.G eSports,0.5925235975973245
Gen.G eSports,Movistar KOI,0.7408074849252496,0.6217585659831414,0.6348662324688714,0.3651337675311286,Gen.G eSports,0.6348662324688714
Gen.G eSports,Vivo Keyd Stars,0.7408074849252496,0.6817133226506247,0.5716320411256058,0.42836795887439416,Gen.G eSports,0.5716320411256058
Gen.G eSports,Team Secret Whales,0.7408074849252496,0.6611429215988842,0.5943018835360314,0.4056981164639686,Gen.G eSports,0.5943018835360314
Gen.G eSports,Top Esports,0.7408074849252496,0.6972566626596235,0.5537666811119234,0.4462333188880766,Gen.G eSports,0.5537666811119234
Gen.G eSports,Invictus Gaming,0.7408074849252496,0.5894720393631863,0.6656078890104945,0.3343921109895055,Gen.G eSports,0.6656078890104945
Gen.G eSports,KT Rolster,0.7408074849252496,0.5247257981613213,0.7213535829426286,0.27864641705737137,Gen.G eSports,0.7213535829426286
Gen.G eSports,Fnatic,0.7408074849252496,0.5846457020075666,0.6700244315574828,0.3299755684425172,Gen.G eSports,0.6700244315574828
Gen.G eSports,100 Thieves,0.7408074849252496,0.6747715027358258,0.579403110216113,0.420596889783887,Gen.G eSports,0.579403110216113
Gen.G eSports,PSG Talon,0.7408074849252496,0.6295472961641422,0.6271230961195053,0.37287690388049466,Gen.G eSports,0.6271230961195053
Gen.G eSports,T1,0.7408074849252496,0.6645660974181795,0.59060338186737,0.40939661813262995,Gen.G eSports,0.59060338186737
G2 Esports,FlyQuest,0.6752845992844746,0.7846050182449538,0.36342672448120106,0.6365732755187989,FlyQuest,0.6365732755187989
G2 Esports,CTBC Flying Oyster,0.6752845992844746,0.7010161738724398,0.4700468194084213,0.5299531805915787,CTBC Flying Oyster,0.5299531805915787
G2 Esports,Anyone s Legend,0.6752845992844746,0.6506530540613797,0.5275406238930367,0.4724593761069633,G2 Esports,0.5275406238930367
G2 Esports,Hanwha Life eSports,0.6752845992844746,0.6627921695589496,0.5141020335955125,0.48589796640448746,G2 Esports,0.5141020335955125
G2 Esports,Movistar KOI,0.6752845992844746,0.6217585659831414,0.5585220364862655,0.4414779635137345,G2 Esports,0.5585220364862655
G2 Esports,Vivo Keyd Stars,0.6752845992844746,0.6817133226506247,0.4926326278319483,0.5073673721680517,Vivo Keyd Stars,0.5073673721680517
G2 Esports,Team Secret Whales,0.6752845992844746,0.6611429215988842,0.515942970082669,0.484057029917331,G2 Esports,0.515942970082669
G2 Esports,Top Esports,0.6752845992844746,0.6972566626596235,0.474501368241193,0.5254986317588071,Top Esports,0.5254986317588071
G2 Esports,Invictus Gaming,0.6752845992844746,0.5894720393631863,0.5915560818939927,0.40844391810600733,G2 Esports,0.5915560818939927
G2 Esports,KT Rolster,0.6752845992844746,0.5247257981613213,0.6532149674361043,0.3467850325638957,G2 Esports,0.6532149674361043
G2 Esports,Fnatic,0.6752845992844746,0.5846457020075666,0.5963575596271599,0.40364244037284014,G2 Esports,0.5963575596271599
G2 Esports,100 Thieves,0.6752845992844746,0.6747715027358258,0.5005847514080429,0.4994152485919571,G2 Esports,0.5005847514080429
G2 Esports,PSG Talon,0.6752845992844746,0.6295472961641422,0.5503066890445303,0.4496933109554697,G2 Esports,0.5503066890445303
G2 Esports,T1,0.6752845992844746,0.6645660974181795,0.5121165535531985,0.4878834464468015,G2 Esports,0.5121165535531985
FlyQuest,CTBC Flying Oyster,0.7846050182449538,0.7010161738724398,0.6083937655192202,0.3916062344807798,FlyQuest,0.6083937655192202
FlyQuest,Anyone s Legend,0.7846050182449538,0.6506530540613797,0.6616813624313689,0.3383186375686311,FlyQuest,0.6616813624313689
FlyQuest,Hanwha Life eSports,0.7846050182449538,0.6627921695589496,0.6495234041822201,0.3504765958177799,FlyQuest,0.6495234041822201
FlyQuest,Movistar KOI,0.7846050182449538,0.6217585659831414,0.6890513067808004,0.3109486932191996,FlyQuest,0.6890513067808004
FlyQuest,Vivo Keyd Stars,0.7846050182449538,0.6817133226506247,0.6297280255203876,0.37027197447961235,FlyQuest,0.6297280255203876
FlyQuest,Team Secret Whales,0.7846050182449538,0.6611429215988842,0.6511993694642286,0.34880063053577137,FlyQuest,0.6511993694642286
FlyQuest,Top Esports,0.7846050182449538,0.6972566626596235,0.6126437402699058,0.38735625973009424,FlyQuest,0.6126437402699058
FlyQuest,Invictus Gaming,0.7846050182449538,0.5894720393631863,0.7172626496575503,0.28273735034244973,FlyQuest,0.7172626496575503
FlyQuest,KT Rolster,0.7846050182449538,0.5247257981613213,0.7674062638392473,0.23259373616075274,FlyQuest,0.7674062638392473
FlyQuest,Fnatic,0.7846050182449538,0.5846457020075666,0.7212826345103623,0.27871736548963766,FlyQuest,0.7212826345103623
FlyQuest,100 Thieves,0.7846050182449538,0.6747715027358258,0.6371142263822117,0.3628857736177883,FlyQuest,0.6371142263822117
FlyQuest,PSG Talon,0.7846050182449538,0.6295472961641422,0.6818814623457068,0.3181185376542932,FlyQuest,0.6818814623457068
FlyQuest,T1,0.7846050182449538,0.6645660974181795,0.6477120947069255,0.3522879052930745,FlyQuest,0.6477120947069255
CTBC Flying Oyster,Anyone s Legend,0.7010161738724398,0.6506530540613797,0.5573047151347825,0.4426952848652175,CTBC Flying Oyster,0.5573047151347825
CTBC Flying Oyster,Hanwha Life eSports,0.7010161738724398,0.6627921695589496,0.5439809039183057,0.45601909608169433,CTBC Flying Oyster,0.5439809039183057
CTBC Flying Oyster,Movistar KOI,0.7010161738724398,0.6217585659831414,0.5878591762526661,0.41214082374733385,CTBC Flying Oyster,0.5878591762526661
CTBC Flying Oyster,Vivo Keyd Stars,0.7010161738724398,0.6817133226506247,0.5226057626413435,0.4773942373586565,CTBC Flying Oyster,0.5226057626413435
CTBC Flying Oyster,Team Secret Whales,0.7010161738724398,0.6611429215988842,0.5458086483387569,0.45419135166124314,CTBC Flying Oyster,0.5458086483387569
CTBC Flying Oyster,Top Esports,0.7010161738724398,0.6972566626596235,0.5044681994523695,0.49553180054763046,CTBC Flying Oyster,0.5044681994523695
CTBC Flying Oyster,Invictus Gaming,0.7010161738724398,0.5894720393631863,0.6201908192671921,0.3798091807328079,CTBC Flying Oyster,0.6201908192671921
CTBC Flying Oyster,KT Rolster,0.7010161738724398,0.5247257981613213,0.6798663235165312,0.3201336764834688,CTBC Flying Oyster,0.6798663235165312
CTBC Flying Oyster,Fnatic,0.7010161738724398,0.5846457020075666,0.624869143249368,0.37513085675063196,CTBC Flying Oyster,0.624869143249368
CTBC Flying Oyster,100 Thieves,0.7010161738724398,0.6747715027358258,0.5305357926418934,0.46946420735810657,CTBC Flying Oyster,0.5305357926418934
CTBC Flying Oyster,PSG Talon,0.7010161738724398,0.6295472961641422,0.579779011111008,0.42022098888899195,CTBC Flying Oyster,0.579779011111008
CTBC Flying Oyster,T1,0.7010161738724398,0.6645660974181795,0.5420087493180311,0.4579912506819689,CTBC Flying Oyster,0.5420087493180311
Anyone s Legend,Hanwha Life eSports,0.6506530540613797,0.6627921695589496,0.48654050016471523,0.5134594998352848,Hanwha Life eSports,0.5134594998352848
Anyone s Legend,Movistar KOI,0.6506530540613797,0.6217585659831414,0.5311824437370286,0.4688175562629714,Anyone s Legend,0.5311824437370286
Anyone s Legend,Vivo Keyd Stars,0.6506530540613797,0.6817133226506247,0.4651203125758844,0.5348796874241156,Vivo Keyd Stars,0.5348796874241156
Anyone s Legend,Team Secret Whales,0.6506530540613797,0.6611429215988842,0.4883819411911273,0.5116180588088727,Team Secret Whales,0.5116180588088727
Anyone s Legend,Top Esports,0.6506530540613797,0.6972566626596235,0.4471093139102934,0.5528906860897066,Top Esports,0.5528906860897066
Anyone s Legend,Invictus Gaming,0.6506530540613797,0.5894720393631863,0.5646676994221937,0.43533230057780625,Anyone s Legend,0.5646676994221937
Anyone s Legend,KT Rolster,0.6506530540613797,0.5247257981613213,0.6278319608123708,0.3721680391876292,Anyone s Legend,0.6278319608123708
Anyone s Legend,Fnatic,0.6506530540613797,0.5846457020075666,0.5695552641139842,0.43044473588601584,Anyone s Legend,0.5695552641139842
Anyone s Legend,100 Thieves,0.6506530540613797,0.6747715027358258,0.4730423909685251,0.5269576090314749,100 Thieves,0.5269576090314749
Anyone s Legend,PSG Talon,0.6506530540613797,0.6295472961641422,0.5228929357504242,0.47710706424957583,Anyone s Legend,0.5228929357504242
Anyone s Legend,T1,0.6506530540613797,0.6645660974181795,0.4845553142515133,0.5154446857484867,T1,0.5154446857484867
Hanwha Life eSports,Movistar KOI,0.6627921695589496,0.6217585659831414,0.5445671242669192,0.4554328757330808,Hanwha Life eSports,0.5445671242669192
Hanwha Life eSports,Vivo Keyd Stars,0.6627921695589496,0.6817133226506247,0.47853951277969076,0.5214604872203092,Vivo Keyd Stars,0.5214604872203092
Hanwha Life eSports,Team Secret Whales,0.6627921695589496,0.6611429215988842,0.5018425935558614,0.49815740644413864,Hanwha Life eSports,0.5018425935558614
Hanwha Life eSports,Top Esports,0.6627921695589496,0.6972566626596235,0.46045621167250533,0.5395437883274947,Top Esports,0.5395437883274947
Hanwha Life eSports,Invictus Gaming,0.6627921695589496,0.5894720393631863,0.5778561369226349,0.42214386307736507,Hanwha Life eSports,0.5778561369226349
Hanwha Life eSports,KT Rolster,0.6627921695589496,0.5247257981613213,0.6403257086668454,0.35967429133315465,Hanwha Life eSports,0.6403257086668454
Hanwha Life eSports,Fnatic,0.6627921695589496,0.5846457020075666,0.5827050569773289,0.4172949430226711,Hanwha Life eSports,0.5827050569773289
Hanwha Life eSports,100 Thieves,0.6627921695589496,0.6747715027358258,0.4864822719338388,0.5135177280661611,100 Thieves,0.5135177280661611
Hanwha Life eSports,PSG Talon,0.6627921695589496,0.6295472961641422,0.5363076860047198,0.4636923139952802,Hanwha Life eSports,0.5363076860047198
Hanwha Life eSports,T1,0.6627921695589496,0.6645660974181795,0.498013162009191,0.501986837990809,T1,0.501986837990809
Movistar KOI,Vivo Keyd Stars,0.6217585659831414,0.6817133226506247,0.434224029537522,0.5657759704624781,Vivo Keyd Stars,0.5657759704624781
Movistar KOI,Team Secret Whales,0.6217585659831414,0.6611429215988842,0.4572614306782378,0.5427385693217621,Team Secret Whales,0.5427385693217621
Movistar KOI,Top Esports,0.6217585659831414,0.6972566626596235,0.41647786929213504,0.583522130707865,Top Esports,0.583522130707865
Movistar KOI,Invictus Gaming,0.6217585659831414,0.5894720393631863,0.5337575436131985,0.4662424563868015,Movistar KOI,0.5337575436131985
Movistar KOI,KT Rolster,0.6217585659831414,0.5247257981613213,0.5982155095234543,0.40178449047654574,Movistar KOI,0.5982155095234543
Movistar KOI,Fnatic,0.6217585659831414,0.5846457020075666,0.5387086415490909,0.4612913584509091,Movistar KOI,0.5387086415490909
Movistar KOI,100 Thieves,0.6217585659831414,0.6747715027358258,0.44205478318505353,0.5579452168149465,100 Thieves,0.5579452168149465
Movistar KOI,PSG Talon,0.6217585659831414,0.6295472961641422,0.49168675411568086,0.5083132458843191,PSG Talon,0.5083132458843191
Movistar KOI,T1,0.6217585659831414,0.6645660974181795,0.45346252088097233,0.5465374791190276,T1,0.5465374791190276
Vivo Keyd Stars,Team Secret Whales,0.6817133226506247,0.6611429215988842,0.5232993954683418,0.4767006045316582,Vivo Keyd Stars,0.5232993954683418
Vivo Keyd Stars,Top Esports,0.6817133226506247,0.6972566626596235,0.48185510576161367,0.5181448942383864,Top Esports,0.5181448942383864
Vivo Keyd Stars,Invictus Gaming,0.6817133226506247,0.5894720393631863,0.598657265815982,0.401342734184018,Vivo Keyd Stars,0.598657265815982
Vivo Keyd Stars,KT Rolster,0.6817133226506247,0.5247257981613213,0.659860542598017,0.34013945740198304,Vivo Keyd Stars,0.659860542598017
Vivo Keyd Stars,Fnatic,0.6817133226506247,0.5846457020075666,0.6034312276524876,0.3965687723475124,Vivo Keyd Stars,0.6034312276524876
Vivo Keyd Stars,100 Thieves,0.6817133226506247,0.6747715027358258,0.5079519865448782,0.49204801345512184,Vivo Keyd Stars,0.5079519865448782
Vivo Keyd Stars,PSG Talon,0.6817133226506247,0.6295472961641422,0.5575886852723971,0.44241131472760287,Vivo Keyd Stars,0.5575886852723971
Vivo Keyd Stars,T1,0.6817133226506247,0.6645660974181795,0.5194769711057113,0.48052302889428866,Vivo Keyd Stars,0.5194769711057113
Team Secret Whales,Top Esports,0.6611429215988842,0.6972566626596235,0.45862567676733834,0.5413743232326617,Top Esports,0.5413743232326617
Team Secret Whales,Invictus Gaming,0.6611429215988842,0.5894720393631863,0.576057187176144,0.42394281282385604,Team Secret Whales,0.576057187176144
Team Secret Whales,KT Rolster,0.6611429215988842,0.5247257981613213,0.6386264899721826,0.36137351002781737,Team Secret Whales,0.6386264899721826
Team Secret Whales,Fnatic,0.6611429215988842,0.5846457020075666,0.5809117845930747,0.4190882154069253,Team Secret Whales,0.5809117845930747
Team Secret Whales,100 Thieves,0.6611429215988842,0.6747715027358258,0.4846412085853399,0.5153587914146601,100 Thieves,0.5153587914146601
Team Secret Whales,PSG Talon,0.6611429215988842,0.6295472961641422,0.5344743178188149,0.46552568218118506,Team Secret Whales,0.5344743178188149
Team Secret Whales,T1,0.6611429215988842,0.6645660974181795,0.49617062452970645,0.5038293754702936,T1,0.5038293754702936
Top Esports,Invictus Gaming,0.6972566626596235,0.5894720393631863,0.6159717440774827,0.3840282559225173,Top Esports,0.6159717440774827
Top Esports,KT Rolster,0.6972566626596235,0.5247257981613213,0.6759637974234146,0.3240362025765854,Top Esports,0.6759637974234146
Top Esports,Fnatic,0.6972566626596235,0.5846457020075666,0.62067025095089,0.37932974904911,Top Esports,0.62067025095089
Top Esports,100 Thieves,0.6972566626596235,0.6747715027358258,0.5260818276090076,0.47391817239099243,Top Esports,0.5260818276090076
Top Esports,PSG Talon,0.6972566626596235,0.6295472961641422,0.5754183487314012,0.4245816512685988,Top Esports,0.5754183487314012
Top Esports,T1,0.6972566626596235,0.6645660974181795,0.537568757009984,0.46243124299001603,Top Esports,0.537568757009984
Invictus Gaming,KT Rolster,0.5894720393631863,0.5247257981613213,0.5653243005325483,0.43467569946745166,Invictus Gaming,0.5653243005325483
Invictus Gaming,Fnatic,0.5894720393631863,0.5846457020075666,0.5049771124797151,0.4950228875202849,Invictus Gaming,0.5049771124797151
Invictus Gaming,100 Thieves,0.5894720393631863,0.6747715027358258,0.4090091838133655,0.5909908161866345,100 Thieves,0.5909908161866345
Invictus Gaming,PSG Talon,0.5894720393631863,0.6295472961641422,0.4579763836525197,0.5420236163474803,PSG Talon,0.5420236163474803
Invictus Gaming,T1,0.5894720393631863,0.6645660974181795,0.42020639738795673,0.5797936026120433,T1,0.5797936026120433
KT Rolster,Fnatic,0.5247257981613213,0.5846457020075666,0.43957422789423534,0.5604257721057646,Fnatic,0.5604257721057646
KT Rolster,100 Thieves,0.5247257981613213,0.6747715027358258,0.34731506616963326,0.6526849338303667,100 Thieves,0.6526849338303667
KT Rolster,PSG Talon,0.5247257981613213,0.6295472961641422,0.39381803052148856,0.6061819694785114,PSG Talon,0.6061819694785114
KT Rolster,T1,0.5247257981613213,0.6645660974181795,0.35784598602853723,0.6421540139714628,T1,0.6421540139714628
Fnatic,100 Thieves,0.5846457020075666,0.6747715027358258,0.4042056015555731,0.5957943984444269,100 Thieves,0.5957943984444269
Fnatic,PSG Talon,0.5846457020075666,0.6295472961641422,0.45303856029018813,0.5469614397098119,PSG Talon,0.5469614397098119
Fnatic,T1,0.5846457020075666,0.6645660974181795,0.4153637352804227,0.5846362647195773,T1,0.5846362647195773
100 Thieves,PSG Talon,0.6747715027358258,0.6295472961641422,0.5497277889875135,0.4502722110124865,100 Thieves,0.5497277889875135
100 Thieves,T1,0.6747715027358258,0.6645660974181795,0.5115321289736133,0.48846787102638667,100 Thieves,0.5115321289736133
PSG Talon,T1,0.6295472961641422,0.6645660974181795,0.4617165227003013,0.5382834772996987,T1,0.5382834772996987
