Game_ID,Blue_Team,Red_Team,Blue_Score,Red_Score,Blue_Win_Probability,Red_Win_Probability,Actual_Winner,Blue_Players,Red_Players
72044,Cloud9,100 Thieves,0.9274227961371508,5.0,0.1564630747686067,0.8435369252313933,100 Thieves,5,5
72045,Cloud9,100 Thieves,4.99998676776886,0.38859989042529136,0.9278846356058195,0.07211536439418065,Cloud9,5,5
72046,100 Thieves,Cloud9,4.03018456324935,2.186579763292684,0.6482768770954953,0.3517231229045047,100 Thieves,5,5
72047,Cloud9,100 Thieves,5.0,0.9467606326729882,0.8407938891181783,0.15920611088182174,Cloud9,5,5
72048,100 Thieves,Cloud9,3.0024299669312313,1.043653734325538,0.7420582935539952,0.2579417064460048,100 Thieves,5,5
72104,Bilibili Gaming,JD Gaming,0.45514774510799083,4.993515908718109,0.08353383031605963,0.9164661696839405,JD Gaming,5,5
72105,Bilibili Gaming,JD Gaming,0.8953814123475681,4.999909043312073,0.1518807968974586,0.8481192031025414,JD Gaming,5,5
72106,Bilibili Gaming,JD Gaming,4.9999920129776,0.99897605757414,0.8334753501226317,0.16652464987736826,Bilibili Gaming,5,5
72107,JD Gaming,Bilibili Gaming,0.9993451509681108,4.220668867230415,0.19144491709870806,0.808555082901292,Bilibili Gaming,5,5
72108,JD Gaming,Bilibili Gaming,0.9705098822009317,3.996285431087017,0.19539961302703004,0.80460038697297,Bilibili Gaming,5,5
72109,Invictus Gaming,Edward Gaming,4.016662746667862,2.280038158660318,0.6378995615416667,0.3621004384583333,Invictus Gaming,5,5
72110,Edward Gaming,Invictus Gaming,0.7101537757243932,4.910723567008972,0.12634215842522795,0.873657841574772,Invictus Gaming,5,5
72111,Edward Gaming,Invictus Gaming,2.0412233337410726,3.782952442765236,0.35047419790711076,0.6495258020928892,Invictus Gaming,5,5
72114,Anyone s Legend,Weibo Gaming,5.0,0.6556012301462113,0.8840793041327523,0.11592069586724776,Anyone s Legend,5,5
72115,Weibo Gaming,Anyone s Legend,4.9999998807907104,0.019414222257196877,0.9961321736245256,0.0038678263754744007,Weibo Gaming,5,5
72116,Anyone s Legend,Weibo Gaming,0.9669098085861147,4.999820053577423,0.16205020688426358,0.8379497931157365,Weibo Gaming,5,5
72117,Anyone s Legend,Weibo Gaming,4.999685049057007,0.20593173058676995,0.9604404743368639,0.03955952566313611,Anyone s Legend,5,5
72118,Weibo Gaming,Anyone s Legend,1.262173205711406,3.796812206506729,0.24949137087114082,0.7505086291288592,Weibo Gaming,5,5
72119,Top Esports,Ninjas in Pyjamas,4.749561965465546,1.008727209741238,0.8248217171717476,0.17517828282825237,Top Esports,5,5
72120,Ninjas in Pyjamas,Top Esports,3.3472496480389964,3.3201442062854767,0.5020326864098436,0.49796731359015645,Ninjas in Pyjamas,5,5
72121,Top Esports,Ninjas in Pyjamas,4.771197259426117,2.2895834755618125,0.6757322509370167,0.3242677490629833,Top Esports,5,5
72122,Top Esports,Ninjas in Pyjamas,4.99442732334137,0.0004652718572581982,0.9999068504780851,9.31495219147342e-05,Top Esports,5,5
72224,CTBC Flying Oyster,Team Secret Whales,0.14381084235913352,5.0,0.02795803476575293,0.972041965234247,Team Secret Whales,5,5
72225,CTBC Flying Oyster,Team Secret Whales,3.133737268857658,2.0159328182398895,0.6085316565636328,0.39146834343636716,CTBC Flying Oyster,5,5
72226,Team Secret Whales,CTBC Flying Oyster,0.9703383609116047,4.999988794326782,0.16252683239648372,0.8374731676035163,CTBC Flying Oyster,5,5
72227,GAM Esports,PSG Talon,1.999505265467918,4.482634782791138,0.3084637558864431,0.6915362441135569,PSG Talon,5,5
72228,PSG Talon,GAM Esports,4.999954104423523,0.23771395046550986,0.9546145444930174,0.04538545550698252,PSG Talon,5,5
72255,Shopify Rebellion,100 Thieves,1.0977901447979495,3.486982509493828,0.23944265671937187,0.7605573432806281,100 Thieves,5,5
72256,100 Thieves,Shopify Rebellion,4.522773325443268,1.8717628782615066,0.707287155997792,0.29271284400220793,100 Thieves,5,5
72257,Shopify Rebellion,100 Thieves,0.14756710372159887,4.986775457859039,0.028741187786303347,0.9712588122136967,100 Thieves,5,5
72268,T1,Dplus KIA,0.4689819841296412,4.999975323677063,0.08575345495204165,0.9142465450479583,Dplus KIA,5,5
72269,T1,Dplus KIA,4.145373240113258,1.0474846575526726,0.7982835890765483,0.20171641092345174,T1,5,5
72270,Dplus KIA,T1,0.9989433471874214,4.9999998807907104,0.1665198867908111,0.8334801132091889,T1,5,5
72271,T1,Dplus KIA,1.106982982634331,4.981944799423218,0.18180261324437375,0.8181973867556263,Dplus KIA,5,5
72272,T1,Dplus KIA,4.222512170672417,0.5099377220883703,0.8922465670754549,0.10775343292454514,T1,5,5
72273,KT Rolster,BNK FearX,2.0960048093402293,5.0,0.29537815512488513,0.7046218448751148,BNK FearX,5,5
72274,KT Rolster,BNK FearX,4.996741235256195,0.414560432047951,0.9233898870298095,0.07661011297019053,KT Rolster,5,5
72275,BNK FearX,KT Rolster,1.570207614116839,4.921113014221191,0.24189339951289057,0.7581066004871094,KT Rolster,5,5
72276,BNK FearX,KT Rolster,1.049543357436073,4.000793577404693,0.2078165023397918,0.7921834976602081,KT Rolster,5,5
72278,MGN Vikings Esports,Team Secret Whales,1.504252135250681,4.944899380207062,0.23324806862502648,0.7667519313749735,Team Secret Whales,5,5
72279,Team Secret Whales,MGN Vikings Esports,0.9894891708394573,4.953406393527985,0.16649950518603435,0.8335004948139657,MGN Vikings Esports,5,5
72280,MGN Vikings Esports,Team Secret Whales,3.9595511108636856,4.190952926874161,0.4858044474955748,0.5141955525044253,Team Secret Whales,5,5
72281,MGN Vikings Esports,Team Secret Whales,0.9923603761718098,4.999839425086975,0.16560869281483973,0.8343913071851603,Team Secret Whales,5,5
72283,CTBC Flying Oyster,PSG Talon,0.0008149500738809934,5.0,0.00016296345336052747,0.9998370365466395,PSG Talon,5,5
72284,CTBC Flying Oyster,PSG Talon,4.999997854232788,0.8299325450978948,0.8576428039015394,0.14235719609846062,CTBC Flying Oyster,5,5
72285,PSG Talon,CTBC Flying Oyster,2.3791966177523136,1.8295972137884822,0.5652917945095245,0.4347082054904756,CTBC Flying Oyster,5,5
72286,PSG Talon,CTBC Flying Oyster,1.0031195917337934,3.854340225458145,0.2065111456369575,0.7934888543630425,CTBC Flying Oyster,5,5
72293,FlyQuest,100 Thieves,4.932915210723877,3.7945805825293064,0.5652154211907248,0.4347845788092752,FlyQuest,5,5
72294,100 Thieves,FlyQuest,5.0,0.7484502905575009,0.8697996411681741,0.13020035883182599,100 Thieves,5,5
72295,FlyQuest,100 Thieves,4.999847173690796,0.33121571102790726,0.9378706051325478,0.062129394867452226,FlyQuest,5,5
72296,100 Thieves,FlyQuest,0.5883069443807472,4.999887585639954,0.10527674747546197,0.894723252524538,FlyQuest,5,5
72298,RED Canids,Vivo Keyd Stars,0.27204491658344665,4.999997854232788,0.05160142442116944,0.9483985755788306,Vivo Keyd Stars,5,5
72299,Vivo Keyd Stars,RED Canids,5.0,0.07919146119828024,0.9844086481473968,0.015591351852603217,Vivo Keyd Stars,5,5
72300,Vivo Keyd Stars,RED Canids,4.172486573457718,2.027694212421064,0.6729620824864917,0.3270379175135083,Vivo Keyd Stars,5,5
72307,100 Thieves,paiN Gaming,5.0,0.9981071747934313,0.8335963086841967,0.16640369131580332,100 Thieves,5,5
72308,paiN Gaming,100 Thieves,3.9941163372714072,3.5918174982070923,0.5265161051881847,0.4734838948118153,100 Thieves,5,5
72309,paiN Gaming,100 Thieves,3.9024609848856926,4.813878774642944,0.4477178600822153,0.5522821399177846,100 Thieves,5,5
72317,FlyQuest,Vivo Keyd Stars,5.0,1.464018443817622,0.7735126444111785,0.22648735558882144,FlyQuest,5,5
72318,Vivo Keyd Stars,FlyQuest,1.000173960390768,4.999999523162842,0.16669084037857082,0.8333091596214292,FlyQuest,5,5
72319,FlyQuest,Vivo Keyd Stars,4.999910354614258,0.42756028431162374,0.9212229208122921,0.07877707918770789,FlyQuest,5,5
72327,Ninjas in Pyjamas,Anyone s Legend,4.990119695663452,1.99903697830704,0.7139802308693417,0.28601976913065835,Ninjas in Pyjamas,5,5
72328,Anyone s Legend,Ninjas in Pyjamas,4.002516984241083,1.0431180933146607,0.7932632706723654,0.20673672932763465,Anyone s Legend,5,5
72329,Ninjas in Pyjamas,Anyone s Legend,2.761551994049171,4.013562127947807,0.4076022845258285,0.5923977154741715,Anyone s Legend,5,5
72330,Ninjas in Pyjamas,Anyone s Legend,0.5606141840508643,5.0,0.10081875229877235,0.8991812477012276,Anyone s Legend,5,5
72332,Bilibili Gaming,Invictus Gaming,4.99999737739563,1.0064986535107892,0.8324316459493436,0.1675683540506564,Bilibili Gaming,5,5
72333,Invictus Gaming,Bilibili Gaming,1.0795645569962744,4.99800443649292,0.17763098340023703,0.8223690165997629,Bilibili Gaming,5,5
72334,Invictus Gaming,Bilibili Gaming,4.9998743534088135,0.9490960754006517,0.8404604482812013,0.1595395517187987,Invictus Gaming,5,5
72335,Bilibili Gaming,Invictus Gaming,4.460820853710175,1.1612029124516994,0.7934546418247451,0.20654535817525482,Bilibili Gaming,5,5
72337,Top Esports,Weibo Gaming,3.2259417872410268,1.5104496087878942,0.6810969612742976,0.3189030387257023,Top Esports,5,5
72338,Weibo Gaming,Top Esports,1.7149374363897891,4.99970144033432,0.2554027800861363,0.7445972199138636,Top Esports,5,5
72339,Weibo Gaming,Top Esports,5.0,0.00014435162427170283,0.9999711305086173,2.8869491382745966e-05,Weibo Gaming,5,5
72340,Top Esports,Weibo Gaming,4.194849371910095,0.9355790835688822,0.8176411401722712,0.18235885982772884,Top Esports,5,5
72362,Fnatic,GIANTX,2.910430728457868,2.1859212548588403,0.5710811847347637,0.4289188152652364,Fnatic,5,5
72363,GIANTX,Fnatic,0.9998091578730705,5.0,0.16664015997260526,0.8333598400273948,Fnatic,5,5
72364,GIANTX,Fnatic,0.14665388330467977,4.999937653541565,0.02849534148080986,0.9715046585191901,Fnatic,5,5
72367,Movistar KOI,G2 Esports,0.05606241176657534,4.979452013969421,0.0111334030700113,0.9888665969299887,G2 Esports,5,5
72368,Movistar KOI,G2 Esports,3.9238883148354944,4.069189727306366,0.49091079733584486,0.5090892026641551,G2 Esports,5,5
72369,Movistar KOI,G2 Esports,3.2040302195819095,1.0088079666902559,0.7605395882572635,0.23946041174273647,Movistar KOI,5,5
72370,G2 Esports,Movistar KOI,4.403170734643936,0.9299929191547562,0.8256207797988079,0.17437922020119206,G2 Esports,5,5
72416,Gen.G eSports,KT Rolster,0.00495139776231298,4.9992528557777405,0.000989447574768812,0.9990105524252312,KT Rolster,5,5
72417,Gen.G eSports,KT Rolster,4.101436883211136,3.3220621291548014,0.5524937602037843,0.4475062397962157,Gen.G eSports,5,5
72418,KT Rolster,Gen.G eSports,0.9360501037714682,4.999997496604919,0.157689116864918,0.842310883135082,Gen.G eSports,5,5
72419,KT Rolster,Gen.G eSports,4.999131619930267,1.0137380541500534,0.831405284149102,0.168594715850898,KT Rolster,5,5
72420,Gen.G eSports,KT Rolster,1.017160193878226,4.932834684848785,0.17095144022978473,0.8290485597702153,KT Rolster,5,5
72421,Hanwha Life eSports,T1,4.999925851821899,1.0013657334985446,0.833141629720517,0.16685837027948308,Hanwha Life eSports,5,5
72422,T1,Hanwha Life eSports,2.0198528874025214,4.991381824016571,0.2880880430536461,0.7119119569463539,Hanwha Life eSports,5,5
72423,T1,Hanwha Life eSports,2.82240328316032,4.9292824268341064,0.3641018726444663,0.6358981273555337,Hanwha Life eSports,5,5
72441,Invictus Gaming,Anyone s Legend,0.6168600255152364,5.0,0.10982293002016758,0.8901770699798325,Anyone s Legend,5,5
72442,Invictus Gaming,Anyone s Legend,0.14952919156544764,5.0,0.029037449056578908,0.9709625509434212,Anyone s Legend,5,5
72443,Invictus Gaming,Anyone s Legend,0.9245590172976748,4.9999988079071045,0.15605536220177205,0.8439446377982279,Anyone s Legend,5,5
72451,Team Secret Whales,GAM Esports,4.9999998807907104,0.0010939223704343553,0.9997812633768751,0.00021873662312490462,Team Secret Whales,5,5
72452,GAM Esports,Team Secret Whales,0.22323682327435257,5.0,0.04273917320379309,0.9572608267962068,Team Secret Whales,5,5
72453,Team Secret Whales,GAM Esports,4.9831812381744385,2.7405366283653194,0.6451790865850094,0.3548209134149906,Team Secret Whales,5,5
72461,PSG Talon,Team Secret Whales,4.940143704414368,1.5235689612088663,0.7642888785400607,0.23571112145993933,PSG Talon,5,5
72462,Team Secret Whales,PSG Talon,4.511509537696838,2.010934861144051,0.691689995624736,0.308310004375264,Team Secret Whales,5,5
72463,PSG Talon,Team Secret Whales,1.9973952320056014,4.97887510061264,0.2863127626615303,0.7136872373384697,Team Secret Whales,5,5
72464,Team Secret Whales,PSG Talon,4.999969959259033,1.399253247531201,0.7813401404647913,0.2186598595352088,Team Secret Whales,5,5
72466,Anyone s Legend,JD Gaming,4.913694381713867,2.9641682412475348,0.6237344590640677,0.37626554093593234,Anyone s Legend,5,5
72467,JD Gaming,Anyone s Legend,2.2367400326766074,2.2267296896898188,0.5011213633797745,0.4988786366202254,Anyone s Legend,5,5
72468,JD Gaming,Anyone s Legend,3.042822708848803,4.8601372838020325,0.38502317001204633,0.6149768299879537,Anyone s Legend,5,5
72471,Top Esports,Bilibili Gaming,3.038601666688919,3.000888291047886,0.50312223183621,0.49687776816379,Bilibili Gaming,5,5
72472,Top Esports,Bilibili Gaming,3.9697499088943005,1.0553767415876791,0.7899800711517482,0.21001992884825177,Top Esports,5,5
72473,Bilibili Gaming,Top Esports,0.3698398120609168,4.9991573095321655,0.06888433792849163,0.9311156620715083,Top Esports,5,5
72474,Bilibili Gaming,Top Esports,4.913845419883728,1.3346235024266067,0.7864079154396855,0.21359208456031456,Bilibili Gaming,5,5
72475,Top Esports,Bilibili Gaming,1.0988279864259312,4.136516213417053,0.20988648396009696,0.7901135160399031,Bilibili Gaming,5,5
72491,Karmine Corp,Fnatic,1.0886183409652965,4.99999213218689,0.17879585921378524,0.8212041407862148,Fnatic,5,5
72492,Karmine Corp,Fnatic,1.5532867820732008,4.399253487586975,0.2609451951111078,0.7390548048888922,Fnatic,5,5
72493,Karmine Corp,Fnatic,4.951662123203278,1.0101942650253477,0.8305570950987811,0.16944290490121897,Karmine Corp,5,5
72494,Fnatic,Karmine Corp,4.999879002571106,0.8879248346993467,0.8491925242008431,0.15080747579915685,Fnatic,5,5
72496,Anyone s Legend,Top Esports,0.009813637560813505,4.9961047768592834,0.0019604070119369596,0.9980395929880631,Top Esports,5,5
72497,Anyone s Legend,Top Esports,3.033561329866643,2.6046740635174688,0.5380338205507018,0.46196617944929813,Anyone s Legend,5,5
72498,Top Esports,Anyone s Legend,2.4137852306012064,3.4939244389533997,0.408582236706833,0.591417763293167,Top Esports,5,5
72499,Anyone s Legend,Top Esports,3.6394357830286026,4.130880609154701,0.46837678150271483,0.5316232184972852,Top Esports,5,5
72513,T1,Dplus KIA,0.005968022160263414,4.423640787601471,0.0013473023051406724,0.9986526976948594,Dplus KIA,5,5
72514,T1,Dplus KIA,4.928356111049652,2.1790480061317794,0.6934115507989547,0.3065884492010453,T1,5,5
72515,Dplus KIA,T1,1.000868942672615,5.0,0.16678733567323278,0.8332126643267672,T1,5,5
72516,T1,Dplus KIA,4.745227694511414,1.7641088774544187,0.7289879148280615,0.27101208517193853,T1,5,5
72518,Hanwha Life eSports,KT Rolster,4.999854803085327,1.0254649375739167,0.8298073825602957,0.17019261743970424,Hanwha Life eSports,5,5
72519,KT Rolster,Hanwha Life eSports,1.0724128003559277,4.999706447124481,0.1766126053602981,0.823387394639702,Hanwha Life eSports,5,5
72520,KT Rolster,Hanwha Life eSports,1.0064956986752804,4.971624553203583,0.168363240662305,0.831636759337695,Hanwha Life eSports,5,5
72521,Bilibili Gaming,Top Esports,1.1940884198484127,4.476097971200943,0.21059068212172619,0.7894093178782738,Top Esports,5,5
72522,Bilibili Gaming,Top Esports,4.911308467388153,0.8555221293628019,0.8516477786178069,0.148352221382193,Bilibili Gaming,5,5
72523,Top Esports,Bilibili Gaming,4.0874011516571045,2.38304823753424,0.6317028239931778,0.3682971760068222,Top Esports,5,5
72524,Bilibili Gaming,Top Esports,4.996438026428223,0.0017904464357142193,0.9996417837949116,0.0003582162050884222,Bilibili Gaming,5,5
72525,Top Esports,Bilibili Gaming,0.9826613258292127,4.98926055431366,0.16454691564145235,0.8354530843585477,Bilibili Gaming,5,5
72526,Gen.G eSports,T1,4.19170255959034,2.047102211865422,0.6718758982118699,0.32812410178813006,Gen.G eSports,5,5
72527,T1,Gen.G eSports,4.998588860034943,0.051437509218708904,0.9898144077955952,0.010185592204404846,T1,5,5
72528,Gen.G eSports,T1,1.0665468702518413,4.999733626842499,0.1758156205870635,0.8241843794129365,T1,5,5
72529,T1,Gen.G eSports,0.047767193044467526,4.999999165534973,0.009463035657995535,0.9905369643420044,Gen.G eSports,5,5
72530,T1,Gen.G eSports,0.984559328402638,5.0,0.16451659585525916,0.8354834041447408,Gen.G eSports,5,5
72531,CTBC Flying Oyster,Team Secret Whales,4.99999213218689,1.0229752930476905,0.830154271005733,0.16984572899426698,CTBC Flying Oyster,5,5
72532,CTBC Flying Oyster,Team Secret Whales,4.440451472997665,1.0882508779013733,0.8031634172303724,0.1968365827696276,CTBC Flying Oyster,5,5
72533,Team Secret Whales,CTBC Flying Oyster,2.4514784663915634,4.000497969216667,0.37995775261390297,0.620042247386097,CTBC Flying Oyster,5,5
72536,Top Esports,Invictus Gaming,5.0,0.46090716556098266,0.9155987912653639,0.08440120873463614,Top Esports,5,5
72537,Invictus Gaming,Top Esports,0.7443879046285247,4.9771392941474915,0.13010300899867586,0.8698969910013241,Top Esports,5,5
72538,Invictus Gaming,Top Esports,4.996119320392609,0.998732276658302,0.8334016679996523,0.16659833200034765,Invictus Gaming,5,5
72539,Top Esports,Invictus Gaming,4.999790012836456,0.01755626633558003,0.9965008860543552,0.003499113945644822,Top Esports,5,5
72546,100 Thieves,RED Canids,4.9999918937683105,0.9745481762156951,0.8368831466857491,0.16311685331425085,100 Thieves,5,5
72547,RED Canids,100 Thieves,3.0938341841101646,4.999767303466797,0.3822567974045863,0.6177432025954137,100 Thieves,5,5
72548,100 Thieves,RED Canids,4.540008783340454,1.05310053616995,0.8117146517239656,0.18828534827603435,100 Thieves,5,5
72551,KT Rolster,Gen.G eSports,1.0221205834314375,4.5359567403793335,0.18389823024819732,0.8161017697518027,Gen.G eSports,5,5
72552,KT Rolster,Gen.G eSports,0.5201393978089771,4.999650180339813,0.094231743881697,0.905768256118303,Gen.G eSports,5,5
72553,KT Rolster,Gen.G eSports,0.010357101012138013,4.963835120201111,0.0020821674256914476,0.9979178325743085,Gen.G eSports,5,5
72556,100 Thieves,Vivo Keyd Stars,0.5041535788838303,4.850694298744202,0.09414900113038294,0.9058509988696171,Vivo Keyd Stars,5,5
72557,Vivo Keyd Stars,100 Thieves,4.001703495159745,1.998572997017618,0.6669198495064047,0.33308015049359524,Vivo Keyd Stars,5,5
72558,100 Thieves,Vivo Keyd Stars,5.0,0.0077448473210954705,0.9984534261314774,0.0015465738685225933,100 Thieves,5,5
72559,Vivo Keyd Stars,100 Thieves,4.881398618221283,2.413369612947463,0.6691643193493483,0.3308356806506517,Vivo Keyd Stars,5,5
72628,Invictus Gaming,JD Gaming,0.9145591314426269,5.0,0.1546284534684423,0.8453715465315577,JD Gaming,5,5
72629,Invictus Gaming,JD Gaming,2.1686811754480004,3.408560134470463,0.3888447809477524,0.6111552190522476,Invictus Gaming,5,5
72630,JD Gaming,Invictus Gaming,0.4678688283192969,4.000579056853894,0.10470499832206567,0.8952950016779343,Invictus Gaming,5,5
72631,JD Gaming,Invictus Gaming,0.9988639215357953,4.107669711112976,0.1956050803522628,0.8043949196477372,Invictus Gaming,5,5
72633,Movistar KOI,Fnatic,5.0,0.9710527297103653,0.8373732784373741,0.16262672156262598,Movistar KOI,5,5
72634,Fnatic,Movistar KOI,4.9589415192604065,0.9911410511122085,0.8334239837195839,0.16657601628041604,Fnatic,5,5
72635,Movistar KOI,Fnatic,4.996986210346222,1.0471284748055083,0.8267523815559066,0.17324761844409334,Movistar KOI,5,5
72636,Fnatic,Movistar KOI,1.2190560844987313,4.2973896861076355,0.22098578236630298,0.7790142176336969,Movistar KOI,5,5
72638,Hanwha Life eSports,Gen.G eSports,1.1405418776614056,4.9995604157447815,0.18575291145983439,0.8142470885401656,Gen.G eSports,5,5
72639,Hanwha Life eSports,Gen.G eSports,1.7296559640890337,4.9999696016311646,0.25702112951122674,0.7429788704887732,Gen.G eSports,5,5
72640,Hanwha Life eSports,Gen.G eSports,4.998016357421875,1.000339887114933,0.8332309975710389,0.16676900242896112,Hanwha Life eSports,5,5
72641,Gen.G eSports,Hanwha Life eSports,3.2399165891110897,2.7912923025432974,0.5371919041959043,0.4628080958040957,Gen.G eSports,5,5
